DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Prophage Length (bp)
kansas_SRR20710732_NODE_25_length_60249_cov_10.318685_fragment_1	36211
kansas_SRR20710732_NODE_78_length_6025_cov_14.387928	6025
kansas_SRR20710732_NODE_82_length_4897_cov_14.026205	4897
kansas_SRR20710733_NODE_7_length_203915_cov_9.863701_fragment_1	22372
kansas_SRR20710733_NODE_70_length_7300_cov_8.092848	7300
kansas_SRR20710733_NODE_24_length_69688_cov_8.978810_fragment_1	40495
kansas_SRR20710733_NODE_120_length_2027_cov_3.183684	2027
kansas_SRR20710733_NODE_12_length_127690_cov_8.921537_fragment_1	18466
kansas_SRR20710733_NODE_25_length_64459_cov_9.390257_fragment_1	33951
kansas_SRR20710733_NODE_67_length_8595_cov_7.774563	8595
kansas_SRR20710733_NODE_20_length_89374_cov_9.576109_fragment_1	37650
kansas_SRR20710734_NODE_69_length_2275_cov_22.861732	2275
kansas_SRR20710734_NODE_58_length_6108_cov_24.907541	6108
kansas_SRR20710734_NODE_66_length_2716_cov_27.981074	2716
kansas_SRR20710734_NODE_3_length_250637_cov_18.692475_fragment_1	48031
kansas_SRR20710734_NODE_6_length_236826_cov_18.438384_fragment_1	23467
kansas_SRR20710734_NODE_19_length_93832_cov_18.670925_fragment_1	9672
kansas_SRR20710734_NODE_13_length_147601_cov_21.232794_fragment_2	31015
kansas_SRR20710734_NODE_74_length_1710_cov_27.825648	1710
kansas_SRR20710734_NODE_32_length_53136_cov_21.526345_fragment_1	22491
kansas_SRR20710734_NODE_15_length_126444_cov_23.943903_fragment_1	30200
kansas_SRR20710734_NODE_7_length_233437_cov_20.404929_fragment_3	23017
kansas_SRR20710734_NODE_22_length_78873_cov_22.232609_fragment_1	40666
kansas_SRR20710735_NODE_1_length_411081_cov_11.944716_fragment_1	30765
kansas_SRR20710735_NODE_85_length_2515_cov_3.147404	2515
kansas_SRR20710735_NODE_59_length_6351_cov_2.887050	6351
kansas_SRR20710735_NODE_67_length_4191_cov_2.922736	4191
kansas_SRR20710735_NODE_69_length_3968_cov_2.395210	3968
kansas_SRR20710735_NODE_79_length_2921_cov_2.095204	2921
kansas_SRR20710735_NODE_65_length_4432_cov_2.172822	4432
kansas_SRR20710735_NODE_76_length_3013_cov_2.331601	3013
kansas_SRR20710735_NODE_53_length_8733_cov_2.281432	8733
kansas_SRR20710735_NODE_71_length_3857_cov_2.703753	3857
kansas_SRR20710735_NODE_29_length_56927_cov_15.033592_fragment_1	35788
kansas_SRR20710735_NODE_62_length_5085_cov_2.606293	5085
kansas_SRR20710735_NODE_84_length_2638_cov_2.310235	2638
kansas_SRR20710735_NODE_25_length_62617_cov_15.230709_fragment_2	12855
kansas_SRR20710735_NODE_18_length_100413_cov_14.938197_fragment_1	15773
kansas_SRR20710735_NODE_55_length_7242_cov_2.496557	7242
kansas_SRR20710735_NODE_51_length_8792_cov_3.186151	8792
kansas_SRR20710735_NODE_68_length_3985_cov_2.797045	3985
kansas_SRR20710735_NODE_8_length_180971_cov_13.179768_fragment_1	25314
kansas_SRR20710735_NODE_46_length_12502_cov_2.438222	12502
kansas_SRR20710735_NODE_74_length_3416_cov_2.517787	3416
kansas_SRR20710735_NODE_87_length_2457_cov_2.987124	2457
kansas_SRR20710735_NODE_78_length_2928_cov_3.101392	2928
kansas_SRR20710735_NODE_70_length_3931_cov_2.652734	3931
kansas_SRR20710735_NODE_58_length_6578_cov_2.756472	6578
kansas_SRR20710735_NODE_56_length_7191_cov_3.101076	7191
kansas_SRR20710735_NODE_64_length_4613_cov_2.993535	4613
kansas_SRR20710735_NODE_60_length_5484_cov_1.987493	5484
kansas_SRR20710735_NODE_73_length_3687_cov_3.665730	3687
kansas_SRR20710735_NODE_30_length_55381_cov_11.880769_fragment_1	13195
kansas_SRR20710735_NODE_98_length_1500_cov_2.784414	1500
kansas_SRR20710736_NODE_17_length_107171_cov_15.584199_fragment_1	12301
kansas_SRR20710736_NODE_71_length_5131_cov_15.087530	5131
kansas_SRR20710736_NODE_2_length_344019_cov_14.159937_fragment_1	6797
kansas_SRR20710736_NODE_2_length_344019_cov_14.159937_fragment_2	21075
kansas_SRR20710736_NODE_41_length_20920_cov_14.651902	20920
kansas_SRR20710736_NODE_30_length_45747_cov_15.383779_fragment_1	6724
kansas_SRR20710736_NODE_46_length_15510_cov_29.754469	15510
kansas_SRR20710736_NODE_22_length_79450_cov_15.146830_fragment_1	29215
kansas_SRR20710736_NODE_56_length_9274_cov_19.706898	9274
kansas_SRR20710736_NODE_6_length_237997_cov_13.789650_fragment_2	6562
kansas_SRR20710736_NODE_29_length_51903_cov_17.203453_fragment_1	7881
kansas_SRR20710736_NODE_21_length_81509_cov_15.071293_fragment_1	32454
kansas_SRR20710736_NODE_68_length_5889_cov_13.604478	5889
kansas_SRR20710736_NODE_77_length_3957_cov_1073.457963	3957
kansas_SRR20710736_NODE_70_length_5279_cov_12.903339	5279
kansas_SRR20710736_NODE_10_length_156155_cov_13.593887_fragment_1	14279
kansas_SRR20710736_NODE_28_length_56624_cov_14.373560_fragment_1	36556
kansas_SRR20710736_NODE_84_length_2697_cov_33.680156	2697
kansas_SRR20710737_NODE_11_length_165909_cov_18.210059_fragment_1	29868
kansas_SRR20710737_NODE_5_length_318991_cov_15.834359_fragment_1	23858
kansas_SRR20710737_NODE_1_length_1083688_cov_16.443206_fragment_1	60750
kansas_SRR20710737_NODE_25_length_12488_cov_17.199256	12488
kansas_SRR20710737_NODE_27_length_11023_cov_15.277166	11023
kansas_SRR20710737_NODE_30_length_2452_cov_38.907097	2452
kansas_SRR20710737_NODE_10_length_166373_cov_16.655793_fragment_1	21866
kansas_SRR20710737_NODE_10_length_166373_cov_16.655793_fragment_2	8150
kansas_SRR20710737_NODE_21_length_33304_cov_18.299123_fragment_1	8423
kansas_SRR20710737_NODE_18_length_50047_cov_17.995593_fragment_1	20151
kansas_SRR20710737_NODE_32_length_1752_cov_21.849846	1752
kansas_SRR20710738_NODE_1_length_445896_cov_16.904578_fragment_1	24830
kansas_SRR20710738_NODE_7_length_184235_cov_15.998436_fragment_1	42309
kansas_SRR20710738_NODE_5_length_213167_cov_15.290683_fragment_1	26064
kansas_SRR20710738_NODE_18_length_109361_cov_16.886116_fragment_1	33011
kansas_SRR20710738_NODE_75_length_1926_cov_17.428016	1926
kansas_SRR20710738_NODE_11_length_165379_cov_17.274066_fragment_1	42869
kansas_SRR20710740_NODE_32_length_29349_cov_8.217062	29349
kansas_SRR20710740_NODE_55_length_6767_cov_22.277259	6767
kansas_SRR20710740_NODE_13_length_145457_cov_9.413418_fragment_1	41467
kansas_SRR20710740_NODE_50_length_9522_cov_7.713039	9522
kansas_SRR20710741_NODE_88_length_2449_cov_1.633936	2449
kansas_SRR20710741_NODE_14_length_120922_cov_12.919599_fragment_2	5209
kansas_SRR20710741_NODE_64_length_5212_cov_12.744149	5212
kansas_SRR20710741_NODE_59_length_6420_cov_15.772763	6420
kansas_SRR20710741_NODE_54_length_7417_cov_13.219616	7417
kansas_SRR20710741_NODE_47_length_11021_cov_13.659996	11021
kansas_SRR20710741_NODE_52_length_8612_cov_14.582793	8612
kansas_SRR20710741_NODE_51_length_9951_cov_15.342223	9951
kansas_SRR20710741_NODE_30_length_59182_cov_13.012751_fragment_1	11565
kansas_SRR20710742_NODE_18_length_105045_cov_31.111996_fragment_1	16656
kansas_SRR20710742_NODE_9_length_163601_cov_28.752782_fragment_2	10523
kansas_SRR20710742_NODE_3_length_236022_cov_29.456030_fragment_1	11560
kansas_SRR20710742_NODE_75_length_5633_cov_24.112491	5633
kansas_SRR20710742_NODE_37_length_43272_cov_30.653548_fragment_1	15880
kansas_SRR20710743_NODE_40_length_15997_cov_32.250063_fragment_1	8109
kansas_SRR20710743_NODE_48_length_3080_cov_43.471861	3080
kansas_SRR20710743_NODE_13_length_165620_cov_31.405013_fragment_1	11212
kansas_SRR20710743_NODE_24_length_61349_cov_29.449373_fragment_1	22826
kansas_SRR20710743_NODE_2_length_323230_cov_31.315327_fragment_1	23831
kansas_SRR20710743_NODE_2_length_323230_cov_31.315327_fragment_3	33011
kansas_SRR20710744_NODE_1_length_943546_cov_27.353184_fragment_1	39044
kansas_SRR20710744_NODE_1_length_943546_cov_27.353184_fragment_3	54730
kansas_SRR20710744_NODE_2_length_517388_cov_30.011011_fragment_2	11050
kansas_SRR20710744_NODE_29_length_37201_cov_13.662025	37201
kansas_SRR20710744_NODE_32_length_30125_cov_14.267372	30125
kansas_SRR20710744_NODE_44_length_8044_cov_13.954186	8044
kansas_SRR20710746_NODE_78_length_2268_cov_10.712751	2268
kansas_SRR20710746_NODE_28_length_57644_cov_17.008398_fragment_1	34144
kansas_SRR20710746_NODE_82_length_1935_cov_21.808075	1935
kansas_SRR20710746_NODE_37_length_31430_cov_16.899371	31430
kansas_SRR20710746_NODE_35_length_36433_cov_17.000964	36433
kansas_SRR20710746_NODE_62_length_8262_cov_15.708912	8262
kansas_SRR20710747_NODE_22_length_69248_cov_25.298144_fragment_1	17936
kansas_SRR20710747_NODE_47_length_13398_cov_27.770552	13398
kansas_SRR20710747_NODE_79_length_1870_cov_28.580034	1870
kansas_SRR20710747_NODE_11_length_144907_cov_25.396422_fragment_1	13188
kansas_SRR20710747_NODE_48_length_13305_cov_29.363181	13305
kansas_SRR20710747_NODE_74_length_3397_cov_28.857492	3397
kansas_SRR20710747_NODE_81_length_1860_cov_28.736872	1860
kansas_SRR20710747_NODE_2_length_482760_cov_25.769748_fragment_1	44414
kansas_SRR20710747_NODE_23_length_66238_cov_25.002617_fragment_1	39493
kansas_SRR20710747_NODE_56_length_7704_cov_24.671110	7704
kansas_SRR20710748_NODE_86_length_10193_cov_36.344924	10193
kansas_SRR20710748_NODE_4_length_137787_cov_29.957439_fragment_1	20871
kansas_SRR20710748_NODE_84_length_11407_cov_32.070656	11407
kansas_SRR20710748_NODE_19_length_78254_cov_34.067288_fragment_1	6091
kansas_SRR20710748_NODE_7_length_118570_cov_31.894481_fragment_1	29023
kansas_SRR20710748_NODE_14_length_91385_cov_37.277598_fragment_1	43949
kansas_SRR20710748_NODE_103_length_4895_cov_30.664849	4895
kansas_SRR20710750_NODE_34_length_33503_cov_25.506412	33503
kansas_SRR20710750_NODE_45_length_17286_cov_28.227228	17286
kansas_SRR20710750_NODE_41_length_20164_cov_21.512901	20164
kansas_SRR20710750_NODE_48_length_11240_cov_9.613786	11240
kansas_SRR20710750_NODE_36_length_30335_cov_30.003211_fragment_1	5971
kansas_SRR20710750_NODE_2_length_364476_cov_27.762867_fragment_2	24384
kansas_SRR20710750_NODE_24_length_69914_cov_9.405921	69914
kansas_SRR20710750_NODE_12_length_127009_cov_32.324167_fragment_1	11953
kansas_SRR20710750_NODE_8_length_196607_cov_28.925412_fragment_1	10613
kansas_SRR20710750_NODE_46_length_13587_cov_8.853640	13587
kansas_SRR20710751_NODE_9_length_160512_cov_31.963083_fragment_1	11159
kansas_SRR20710751_NODE_49_length_1807_cov_33.179167	1807
kansas_SRR20710751_NODE_23_length_64496_cov_31.516833_fragment_1	36960
kansas_SRR20710751_NODE_21_length_68393_cov_33.715261_fragment_1	7256
kansas_SRR20710751_NODE_33_length_22379_cov_29.746989_fragment_1	9836
kansas_SRR20710751_NODE_10_length_154211_cov_30.525999_fragment_2	24609
kansas_SRR20710751_NODE_40_length_3277_cov_211.418095	3277
kansas_SRR20710751_NODE_2_length_465144_cov_26.798072_fragment_4	44529
kansas_SRR20710751_NODE_18_length_84681_cov_32.987736_fragment_1	21841
kansas_SRR20710752_NODE_39_length_32800_cov_11.748110_fragment_1	4005
kansas_SRR20710752_NODE_24_length_66002_cov_31.212372_fragment_1	6282
kansas_SRR20710752_NODE_17_length_117735_cov_26.589416_fragment_1	15435
kansas_SRR20710752_NODE_52_length_22583_cov_32.981475_fragment_2	10186
kansas_SRR20710752_NODE_9_length_158891_cov_28.859490_fragment_1	10985
kansas_SRR20710752_NODE_66_length_9774_cov_28.905048	9774
kansas_SRR20710753_NODE_49_length_5689_cov_41.701366	5689
kansas_SRR20710753_NODE_30_length_53195_cov_10.645078	53195
kansas_SRR20710753_NODE_44_length_9829_cov_32.997217	9829
kansas_SRR20710753_NODE_54_length_2765_cov_30.053071	2765
kansas_SRR20710753_NODE_9_length_188008_cov_29.242989_fragment_1	24403
kansas_SRR20710753_NODE_56_length_2130_cov_37.426360	2130
kansas_SRR20710753_NODE_46_length_8338_cov_30.348922	8338
kansas_SRR20710753_NODE_53_length_2794_cov_27.176978	2794
kansas_SRR20710753_NODE_1_length_602839_cov_31.370573_fragment_1	35553
kansas_SRR20710753_NODE_23_length_74291_cov_30.254018_fragment_1	26606
kansas_SRR20710753_NODE_4_length_303588_cov_34.491546_fragment_2	17151
kansas_SRR20710753_NODE_28_length_55611_cov_30.467919_fragment_1	24234
kansas_SRR20710753_NODE_42_length_10654_cov_28.434882	10654
kansas_SRR20710753_NODE_20_length_86990_cov_34.457870_fragment_1	35141
kansas_SRR20710753_NODE_51_length_4424_cov_31.633000	4424
kansas_SRR20710753_NODE_35_length_34709_cov_10.873258	34709
kansas_SRR20710753_NODE_52_length_3176_cov_11.257342	3176
kansas_SRR20710753_NODE_27_length_57525_cov_32.724834_fragment_1	19397
kansas_SRR20710753_NODE_57_length_1922_cov_42.616156	1922
kansas_SRR20710754_NODE_22_length_86793_cov_30.575197_fragment_1	16592
kansas_SRR20710754_NODE_3_length_258153_cov_32.253897_fragment_1	17048
kansas_SRR20710754_NODE_19_length_101832_cov_30.038661_fragment_1	18469
kansas_SRR20710754_NODE_47_length_17077_cov_58.273215	17077
kansas_SRR20710754_NODE_71_length_3389_cov_27.723789	3389
kansas_SRR20710754_NODE_5_length_249035_cov_29.884905_fragment_2	32831
kansas_SRR20710754_NODE_15_length_126854_cov_30.135086_fragment_1	10168
kansas_SRR20710754_NODE_42_length_24289_cov_32.048299	24289
kansas_SRR20710754_NODE_11_length_160410_cov_30.492959_fragment_1	30536
kansas_SRR20710755_NODE_92_length_3962_cov_2.640678	3962
kansas_SRR20710755_NODE_101_length_2312_cov_1.980778	2312
kansas_SRR20710755_NODE_91_length_4105_cov_2.114630	4105
kansas_SRR20710755_NODE_66_length_12632_cov_25.353778	12632
kansas_SRR20710755_NODE_76_length_8749_cov_25.480051	8749
kansas_SRR20710755_NODE_25_length_74937_cov_28.670017_fragment_1	57423
kansas_SRR20710755_NODE_31_length_60871_cov_26.240929_fragment_1	31365
kansas_SRR20710755_NODE_15_length_112154_cov_23.882582_fragment_1	9572
kansas_SRR20710756_NODE_24_length_68130_cov_18.185668_fragment_1	17895
kansas_SRR20710756_NODE_3_length_361055_cov_17.079185_fragment_2	11314
kansas_SRR20710756_NODE_30_length_38782_cov_19.224369_fragment_1	7753
kansas_SRR20710756_NODE_14_length_142799_cov_18.257857_fragment_1	57165
kansas_SRR20710756_NODE_15_length_139925_cov_16.260533_fragment_1	22785
kansas_SRR20710756_NODE_53_length_9682_cov_16.315018	9682
kansas_SRR20710756_NODE_12_length_158780_cov_18.273862_fragment_1	19109
kansas_SRR20710756_NODE_58_length_6392_cov_15.957382	6392
kansas_SRR20710756_NODE_63_length_5436_cov_16.176116	5436
kansas_SRR20710756_NODE_82_length_2064_cov_19.016004	2064
kansas_SRR20710756_NODE_45_length_15472_cov_19.063864	15472
kansas_SRR20710756_NODE_42_length_18347_cov_17.796048	18347
kansas_SRR20710757_NODE_31_length_41087_cov_15.907813_fragment_1	5535
kansas_SRR20710757_NODE_41_length_22537_cov_13.659750_fragment_2	11505
kansas_SRR20710757_NODE_3_length_260758_cov_14.597891_fragment_1	29427
kansas_SRR20710758_NODE_81_length_11643_cov_16.395016	11643
kansas_SRR20710758_NODE_9_length_128491_cov_17.027033_fragment_1	40104
kansas_SRR20710758_NODE_45_length_37850_cov_17.624447_fragment_1	11997
kansas_SRR20710758_NODE_94_length_7123_cov_16.789737	7123
kansas_SRR20710758_NODE_93_length_7839_cov_18.939186	7839
kansas_SRR20710758_NODE_121_length_2714_cov_27.613065	2714
kansas_SRR20710758_NODE_58_length_25798_cov_16.943711_fragment_1	21825
kansas_SRR20710758_NODE_51_length_33653_cov_17.776651_fragment_1	6916
kansas_SRR20710758_NODE_48_length_35197_cov_18.077987_fragment_1	8437
kansas_SRR20710758_NODE_47_length_35244_cov_17.972492	35244
kansas_SRR20710758_NODE_23_length_58385_cov_19.148907_fragment_1	26213
kansas_SRR20710758_NODE_57_length_26163_cov_18.803964	26163
kansas_SRR20710758_NODE_102_length_5572_cov_17.448301	5572
kansas_SRR20710758_NODE_29_length_49752_cov_19.218680_fragment_1	21918
kansas_SRR20710758_NODE_130_length_2213_cov_7.762224	2213
kansas_SRR20710759_NODE_114_length_5441_cov_14.564358	5441
kansas_SRR20710759_NODE_53_length_28778_cov_12.858469	28778
kansas_SRR20710759_NODE_63_length_19964_cov_6.178555	19964
kansas_SRR20710759_NODE_6_length_141758_cov_13.266608_fragment_1	11720
kansas_SRR20710759_NODE_167_length_2055_cov_15.042531	2055
kansas_SRR20710759_NODE_94_length_8515_cov_11.511683	8515
kansas_SRR20710759_NODE_8_length_123021_cov_11.833255_fragment_1	45252
kansas_SRR20710759_NODE_70_length_16467_cov_19.442717	16467
kansas_SRR20710759_NODE_27_length_66900_cov_17.102272_fragment_1	17294
kansas_SRR20710759_NODE_5_length_148004_cov_11.942777_fragment_1	10441
kansas_SRR20710759_NODE_1_length_558400_cov_12.972847_fragment_1	48910
kansas_SRR20710759_NODE_1_length_558400_cov_12.972847_fragment_2	40009
kansas_SRR20710759_NODE_37_length_51305_cov_12.515026_fragment_1	10690
kansas_SRR20710759_NODE_64_length_19137_cov_16.025250	19137
kansas_SRR20710759_NODE_182_length_1637_cov_5.628477	1637
kansas_SRR20710759_NODE_108_length_6303_cov_4.700939	6303
kansas_SRR20710759_NODE_112_length_5624_cov_12.733673	5624
kansas_SRR20710759_NODE_28_length_66735_cov_12.148255_fragment_1	15542
kansas_SRR20710759_NODE_138_length_3689_cov_14.496631	3689
kansas_SRR20710759_NODE_131_length_4022_cov_24.523235	4022
kansas_SRR20710759_NODE_54_length_27495_cov_5.747808	27495
kansas_SRR20710759_NODE_166_length_2064_cov_33.714507	2064
kansas_SRR20710759_NODE_73_length_14620_cov_17.166701	14620
kansas_SRR20710760_NODE_62_length_6058_cov_2.612376	6058
kansas_SRR20710760_NODE_57_length_6990_cov_2.449512	6990
kansas_SRR20710760_NODE_63_length_5948_cov_2.809826	5948
kansas_SRR20710760_NODE_54_length_8604_cov_2.488380	8604
kansas_SRR20710760_NODE_18_length_82920_cov_21.265759_fragment_1	30913
kansas_SRR20710760_NODE_93_length_2349_cov_1.969397	2349
kansas_SRR20710760_NODE_85_length_2809_cov_2.414243	2809
kansas_SRR20710760_NODE_60_length_6111_cov_2.012533	6111
kansas_SRR20710760_NODE_76_length_4229_cov_2.716480	4229
kansas_SRR20710760_NODE_84_length_2841_cov_2.316875	2841
kansas_SRR20710760_NODE_23_length_60493_cov_19.609118_fragment_1	34766
kansas_SRR20710760_NODE_82_length_3025_cov_2.530021	3025
kansas_SRR20710760_NODE_68_length_5206_cov_2.474503	5206
kansas_SRR20710760_NODE_66_length_5648_cov_18.439232	5648
kansas_SRR20710760_NODE_98_length_2075_cov_2.399897	2075
kansas_SRR20710760_NODE_70_length_4855_cov_21.249365	4855
kansas_SRR20710760_NODE_86_length_2766_cov_2.685487	2766
kansas_SRR20710760_NODE_69_length_4862_cov_2.008870	4862
kansas_SRR20710760_NODE_78_length_3640_cov_19.591233	3640
kansas_SRR20710760_NODE_13_length_122943_cov_19.905778_fragment_1	33382
kansas_SRR20711386_NODE_57_length_3580_cov_59.361119	3580
kansas_SRR20711386_NODE_54_length_4317_cov_60.718160	4317
kansas_SRR20711386_NODE_61_length_1949_cov_40.818376	1949
kansas_SRR20711386_NODE_56_length_4053_cov_58.415996	4053
kansas_SRR20711386_NODE_8_length_181437_cov_27.409357_fragment_1	27718
kansas_SRR20711386_NODE_26_length_58371_cov_30.382509_fragment_1	19126
kansas_SRR20711386_NODE_22_length_69256_cov_34.383715_fragment_1	20440
kansas_SRR20711386_NODE_18_length_92032_cov_36.386885_fragment_1	22092
kansas_SRR20711386_NODE_55_length_4085_cov_36.001248	4085
kansas_SRR20711387_NODE_20_length_93905_cov_36.041715_fragment_1	23963
kansas_SRR20711387_NODE_26_length_58371_cov_27.668474_fragment_1	17968
kansas_SRR20711387_NODE_32_length_42573_cov_37.119588_fragment_1	18660
kansas_SRR20711387_NODE_10_length_180526_cov_28.395602_fragment_1	27718
kansas_SRR20711388_NODE_20_length_80086_cov_24.152816_fragment_1	36447
kansas_SRR20711388_NODE_22_length_63353_cov_22.596811_fragment_1	20622
kansas_SRR20711388_NODE_33_length_5565_cov_22.246046	5565
kansas_SRR20711388_NODE_17_length_102424_cov_24.437237_fragment_1	19035
kansas_SRR20711388_NODE_31_length_9654_cov_20.983625	9654
kansas_SRR20711388_NODE_9_length_190988_cov_23.088064_fragment_1	38949
kansas_SRR20711388_NODE_30_length_9985_cov_22.397444	9985
kansas_SRR20711389_NODE_29_length_52471_cov_30.416113_fragment_1	20421
kansas_SRR20711389_NODE_41_length_17351_cov_25.900372_fragment_1	7580
kansas_SRR20711389_NODE_22_length_87171_cov_28.887988_fragment_1	17660
kansas_SRR20711389_NODE_12_length_167383_cov_32.005477_fragment_1	11777
kansas_SRR20711389_NODE_9_length_188464_cov_27.073204_fragment_1	45291
kansas_SRR20711389_NODE_10_length_180006_cov_33.054564_fragment_1	28431
kansas_SRR20711389_NODE_2_length_338028_cov_30.438294_fragment_1	48065
kansas_SRR20711390_NODE_10_length_166463_cov_9.380513_fragment_1	17980
kansas_SRR20711390_NODE_31_length_15676_cov_8.785195	15676
kansas_SRR20711390_NODE_7_length_285379_cov_11.874045_fragment_3	33454
kansas_SRR20711390_NODE_29_length_16234_cov_11.680636	16234
kansas_SRR20711390_NODE_18_length_66647_cov_11.274805_fragment_1	16765
kansas_SRR20711391_NODE_6_length_437252_cov_21.420546_fragment_1	37865
kansas_SRR20711391_NODE_3_length_560211_cov_23.895103_fragment_6	39743
kansas_SRR20711391_NODE_3_length_560211_cov_23.895103_fragment_7	20421
kansas_SRR20711392_NODE_29_length_30979_cov_21.341437	30979
kansas_SRR20711392_NODE_19_length_83474_cov_32.711951_fragment_2	19844
kansas_SRR20711392_NODE_2_length_422579_cov_27.984777_fragment_1	38149
kansas_SRR20711393_NODE_1_length_1248727_cov_19.575094_fragment_2	55079
kansas_SRR20711393_NODE_10_length_163902_cov_21.101328_fragment_1	10869
kansas_SRR20711394_NODE_58_length_20254_cov_15.842997	20254
kansas_SRR20711394_NODE_54_length_23034_cov_15.303925	23034
kansas_SRR20711395_NODE_37_length_5263_cov_19.856114	5263
kansas_SRR20711395_NODE_14_length_92490_cov_23.687267_fragment_1	22203
kansas_SRR20711395_NODE_9_length_181177_cov_17.768130_fragment_1	27718
kansas_SRR20711395_NODE_43_length_3580_cov_38.368955	3580
kansas_SRR20711395_NODE_46_length_1887_cov_23.639773	1887
kansas_SRR20711395_NODE_42_length_4317_cov_39.215990	4317
kansas_SRR20711395_NODE_45_length_2308_cov_41.992205	2308
kansas_SRR20711395_NODE_21_length_58471_cov_19.858460_fragment_1	19126
kansas_SRR20711479_NODE_25_length_4485_cov_38.629188	4485
kansas_SRR20711479_NODE_30_length_1550_cov_21.588897	1550
kansas_SRR20711479_NODE_33_length_1282_cov_29.723810	1282
kansas_SRR20711479_NODE_19_length_13062_cov_47.040588	13062
kansas_SRR20711479_NODE_9_length_91122_cov_27.199923_fragment_2	12777
kansas_SRR20711479_NODE_8_length_96001_cov_25.787909_fragment_2	31306
kansas_SRR20711481_NODE_1_length_338662_cov_28.983653_fragment_4	37686
kansas_SRR21620059_NODE_70_length_2259_cov_40.831347	2259
kansas_SRR21620059_NODE_51_length_6589_cov_17.318950	6589
kansas_SRR21620059_NODE_48_length_7608_cov_60.674014	7608
kansas_SRR21620059_NODE_2_length_106675_cov_25.030395_fragment_3	11152
kansas_SRR21620059_NODE_41_length_12608_cov_46.625968	12608
kansas_SRR21620059_NODE_23_length_26827_cov_24.489196_fragment_1	10988
kansas_SRR21620059_NODE_35_length_18368_cov_21.010169	18368
kansas_SRR21620059_NODE_55_length_5466_cov_9.769902	5466
kansas_SRR21620059_NODE_79_length_1608_cov_35.119530	1608
kansas_SRR21620060_NODE_5_length_117505_cov_29.126716_fragment_2	41585
kansas_SRR21620060_NODE_19_length_11679_cov_16.720738	11679
kansas_SRR21620061_NODE_17_length_7381_cov_18.712986	7381
kansas_SRR21620062_NODE_48_length_5005_cov_29.874949	5005
kansas_SRR21620062_NODE_2_length_431131_cov_26.974513_fragment_1	13412
kansas_SRR21620062_NODE_28_length_58612_cov_21.168522_fragment_1	18249
kansas_SRR21620062_NODE_17_length_109969_cov_26.243969_fragment_1	25832
kansas_SRR21620062_NODE_27_length_59786_cov_23.434804_fragment_1	41812
kansas_SRR21620062_NODE_23_length_73684_cov_31.347268_fragment_1	5783
kansas_SRR21620062_NODE_51_length_4126_cov_28.482121	4126
kansas_SRR21620062_NODE_9_length_178883_cov_28.476762_fragment_1	10841
kansas_SRR21620062_NODE_61_length_1870_cov_31.316695	1870
kansas_SRR21620062_NODE_49_length_4374_cov_31.365905	4374
kansas_SRR21620062_NODE_21_length_83986_cov_27.851739_fragment_1	11740
kansas_SRR21620063_NODE_4_length_501915_cov_35.447165_fragment_3	42759
kansas_SRR21620063_NODE_6_length_301943_cov_32.473948_fragment_2	39948
kansas_SRR21620063_NODE_6_length_301943_cov_32.473948_fragment_1	38809
kansas_SRR21620066_NODE_4_length_322307_cov_35.263002_fragment_1	34692
kansas_SRR21620066_NODE_1_length_514117_cov_33.131969_fragment_2	18135
kansas_SRR21620066_NODE_17_length_86094_cov_37.384496_fragment_1	22203
kansas_SRR21620066_NODE_18_length_74649_cov_35.879203_fragment_1	31675
kansas_SRR21620066_NODE_71_length_1887_cov_42.872159	1887
kansas_SRR21620066_NODE_6_length_259325_cov_34.574704_fragment_1	28099
kansas_SRR21620066_NODE_38_length_28729_cov_39.085553_fragment_1	7255
kansas_SRR21620067_NODE_69_length_6656_cov_33.537448	6656
kansas_SRR21620067_NODE_30_length_53973_cov_31.078316_fragment_1	22643
kansas_SRR21620067_NODE_66_length_7804_cov_33.914810	7804
kansas_SRR21620067_NODE_26_length_72789_cov_33.425628_fragment_1	21696
kansas_SRR21620067_NODE_83_length_2688_cov_7.014057	2688
kansas_SRR21620067_NODE_76_length_4563_cov_69.498422	4563
kansas_SRR21620067_NODE_31_length_50794_cov_34.302228_fragment_1	21889
kansas_SRR21620067_NODE_73_length_5110_cov_32.001806	5110
kansas_SRR21620067_NODE_4_length_212001_cov_30.841524_fragment_1	19754
kansas_SRR21620067_NODE_2_length_316837_cov_30.024682_fragment_2	10523
kansas_SRR21620067_NODE_33_length_47513_cov_32.859347	47513
kansas_SRR21620067_NODE_75_length_4846_cov_7.055308	4846
kansas_SRR21620067_NODE_58_length_12078_cov_5.997741	12078
kansas_SRR21620067_NODE_44_length_28952_cov_30.478092	28952
kansas_SRR21620068_NODE_17_length_58397_cov_11.918380	58397
kansas_SRR21620068_NODE_8_length_216206_cov_22.061751_fragment_1	39540
kansas_SRR21620068_NODE_3_length_388316_cov_20.072879_fragment_1	44567
kansas_SRR21620068_NODE_11_length_133999_cov_31.313568_fragment_1	8412
kansas_SRR21620068_NODE_1_length_1112623_cov_20.696543_fragment_3	53416
kansas_SRR21620068_NODE_39_length_4346_cov_68.093387	4346
kansas_SRR21620068_NODE_25_length_36058_cov_11.481979	36058
kansas_SRR21620072_NODE_5_length_222664_cov_30.412152_fragment_1	20705
